0,0,{F0 93 53 7E} 
1,1,{21 45 71 1A} 
2,1,{F0 93 53 7E}
3,0,{21 45 71 1A}
4,0,{A0 C0 76 89}
5,0,{2A C0 08 0C}
6,1,{2A C0 08 0C}
7,1,{A0 C0 76 89}
8,0,{27 02 0E FD}
9,1,{27 02 0E FD}
